1004,Alliance Avia,(Unknown),"",KVR,KAVAIR,Kazakhstan,N
1005,Av Atlantic,(Unknown),"",KYC,DOLPHIN,United States,N
1006,Air Astana,(Unknown),KC,KZR,ASTANALINE,Kazakhstan,Y
1007,Aerovias De Lagos,(Unknown),"",LAG,AEROLAGOS,Mexico,N
1008,Albanian Airlines,(Unknown),LV,LBC,ALBANIAN,Albania,Y
1009,Albisa,(Unknown),"",LBI,ALBISA,Mexico,N
1010,Albatros Airways,(Unknown),"",LBW,ALBANWAYS,Albania,N
1011,Aerolineas Aereas Ejecutivas De Durango,(Unknown),"",LDG,DURANGO,Mexico,N
1012,Aerologic,(Unknown),"",LDL,"",Russia,N
1013,Al-Donas Airlines,(Unknown),"",LDN,ALDONAS AIR,Nigeria,N
1014,Aero Lider,(Unknown),"",LDR,AEROLIDER,Mexico,N
1015,Aleem,(Unknown),"",LEM,"",Egypt,N
1016,Aerolineas Ejecutivas,(Unknown),"",LET,MEXEJECUTIV,Mexico,N
1017,Air Alfa,(Unknown),"",LFA,"",Turkey,Y
1018,Aero Control Air,(Unknown),"",LFC,LIFE FLIGHT CANADA,Canada,N
1019,Aerolaguna,(Unknown),"",LGN,AEROLAGUNA,Mexico,N
1020,Al Ahram Aviation,(Unknown),"",LHR,AL AHRAM,Egypt,N
1021,Alidaunia,(Unknown),D4,LID,ALIDA,Italy,N
1022,Al-Dawood Air,(Unknown),"",LIE,AL-DAWOOD AIR,Nigeria,N
1023,American Aviation,(Unknown),"",LKP,LAKE POWELL,United States,N
1024,Airlink Solutions,(Unknown),"",LKS,AIRLIN,Spain,N
1025,Air Solutions,(Unknown),"",LKY,LUCKY,United States,N
1026,Alliance Air,(Unknown),CD,LLR,ALLIED,India,N
1027,Aerolima,(Unknown),"",LMA,AEROLIMA,Mexico,N
1028,Alamia Air,(Unknown),"",LML,ALAMIA AIR,Libya,N
1029,Air Plus Argentina,(Unknown),"",LMP,AIR FLIGHT,Argentina,N
1030,Almaty Aviation,(Unknown),"",LMT,ALMATY,Kazakhstan,N
1031,Aerolineas Mexicanas J S,(Unknown),"",LMX,LINEAS MEXICANAS,Mexico,N
1032,Air Almaty,(Unknown),"",LMY,AGLEB,Kazakhstan,N
1033,Air Almaty ZK,(Unknown),"",LMZ,ALUNK,Kazakhstan,N
1034,Aerolane,(Unknown),XL,LNE,LAN ECUADOR,Ecuador,Y
1035,Airlink,(Unknown),"",LNK,LINK,South Africa,N
1036,Aerolineas Internacionales,(Unknown),"",LNT,LINEAINT,Mexico,N
1037,Alok Air,(Unknown),"",LOK,ALOK AIR,Sudan,N
1038,Air Saint Louis,(Unknown),"",LOU,AIR SAINTLOUIS,Senegal,N
1039,Alpine Aviation,(Unknown),"",LPC,NETSTAR,South Africa,N
1040,Air Alps Aviation,(Unknown),A6,LPV,ALPAV,Austria,N
1041,Alrosa-Avia,(Unknown),"",LRO,ALROSA,Russia,N
1042,Al Rida Airways,(Unknown),"",LRW,AL RIDA,Mauritania,N
1043,Aurela,(Unknown),"",LSK,AURELA,Lithuania,N
1044,Aerobusinessservice,(Unknown),"",LSM,"",Russia,N
1045,Alsair,(Unknown),"",LSR,ALSAIR,France,N
1046,Aerotaxis Latinoamericanos,(Unknown),"",LTI,LATINO,Mexico,N
1047,Alninati Aeronautics,(Unknown),"",LUC,STEF,Switzerland,N
1048,Atlantis European Airways,(Unknown),TD,LUR,"",Armenia,Y
1049,Aliven,(Unknown),"",LVN,ALIVEN,Italy,N
1050,Aviavilsa,(Unknown),"",LVR,AVIAVILSA,Lithuania,N
1051,Air Luxor GB,(Unknown),L8,LXG,LUXOR GOLF,Guinea-Bissau,N
1052,Air Luxor,(Unknown),LK,LXR,AIRLUXOR,Portugal,Y
1053,Apatas Air,(Unknown),"",LYT,APATAS,Lithuania,N
1054,Air Ban,(Unknown),"",LZP,DOC AIR,Bulgaria,N
1055,Air Lazur,(Unknown),"",LZR,LAZUR BEE-GEE,Bulgaria,N
1056,Aerodromo De La Mancha,(Unknown),"",MAM,AEROMAN,Spain,N
1057,Air Mauritius,(Unknown),MK,MAU,AIRMAURITIUS,Mauritius,Y
1058,Avag Air,(Unknown),"",MBA,AVAG AIR,Austria,N
1059,Air Manas,(Unknown),"",MBB,AIR MANAS,Kyrgyzstan,N
1060,Airjet Exploracao Aerea De Carga,(Unknown),"",MBC,MABECO,Angola,N
1061,Aeriantur-M,(Unknown),"",MBV,AEREM,Moldova,N
1062,Air Mercia,(Unknown),"",MCB,WESTMID,United Kingdom,N
1063,Air Medical,(Unknown),"",MCD,AIR MED,United Kingdom,N
1064,Aerolineas Marcos,(Unknown),"",MCO,MARCOS,Mexico,N
1065,Atlantic Aero and Mid-Atlantic Freight,(Unknown),"",MDC,NIGHT SHIP,United States,N
1066,Air Madagascar,(Unknown),MD,MDG,AIR MADAGASCAR,Madagascar,Y
1067,Aerosud Charter,(Unknown),"",MDX,MEDAIR,South Africa,N
1068,Air Meridan,(Unknown),"",MEF,EMPENNAGE,Nigeria,N
1069,Aero McFly,(Unknown),"",MFL,MCFLY,Mexico,N
1070,Asia Pacific Airlines,(Unknown),"",MGE,MAGELLAN,United States,N
1071,Aeromagar,(Unknown),"",MGS,AEROMAGAR,Mexico,N
1072,Aero Premier De Mexico,(Unknown),"",MIE,AEROPREMIER,Mexico,N
1073,Air Moldova,(Unknown),9U,MLD,AIR MOLDOVA,Moldova,Y
1074,Amal Airlines,(Unknown),"",MLF,AMAL,Djibouti,N
1075,Air Mali,(Unknown),"",MLI,AIR MALI,Mali,N
1076,Air Madeleine,(Unknown),"",MLN,AIR MADELEINE,Canada,N
1077,Aermarche,(Unknown),"",MMC,AERMARCHE,Italy,N
1078,Air Alsie,(Unknown),"",MMD,MERMAID,Denmark,N
1079,Aviation Company Meridian,(Unknown),"",MMM,AVIAMERIDIAN,Russia,N
1080,AMP Incorporated,(Unknown),"",MMP,AMP-INC,United States,N
1081,Airmax,(Unknown),"",MMX,PERUMAX,Peru,N
1082,Aerolineas Amanecer,(Unknown),"",MNE,AEROAMANECER,Mexico,N
1083,Aero Mongolia,(Unknown),M0,MNG,AERO MONGOLIA,Mongolia,N
1084,Air Monarch Cargo,(Unknown),"",MOC,MONARCH CARGO,Mexico,N
1085,Aeropublicitaria De Angola,(Unknown),"",MOP,PUBLICITARIA,Angola,N
1086,Aerolineas De Morelia,(Unknown),"",MOR,AEROMORELIA,Mexico,N
1087,Air Plus Comet,(Unknown),A7,MPD,RED COMET,Spain,Y
1088,Aeromexpress,(Unknown),QO,MPX,AEROMEXPRESS,Mexico,N
1089,Air ITM,(Unknown),"",MQT,MUSKETEER,France,N
1090,Aeromorelos,(Unknown),"",MRL,AEROMORELOS,Mexico,N
1091,Aerocharter,(Unknown),"",MRM,MARITIME,Canada,N
1092,Abas,(Unknown),"",MRP,ABAS,Czech Republic,N
1093,Air Mauritanie,(Unknown),MR,MRT,MIKE ROMEO,Mauritania,N
1094,Air Cairo,(Unknown),"",MSC,"",Egypt,N
1095,Air Sport,(Unknown),"",MSK,AIR SPORT,Bulgaria,N
1096,Aeromas,(Unknown),"",MSM,AEROMAS EXPRESS,Uruguay,N
1097,Aerol,(Unknown),"",MSO,MESO AMERICANAS,Mexico,N
1098,Aero-Kamov,(Unknown),"",MSV,AERAFKAM,Russia,N
1099,Aerotaxis Metropolitanos,(Unknown),"",MTB,AEROMETROPOLIS,Mexico,N
1100,Aeromet Linea Aerea,(Unknown),"",MTE,AEROMET,Chile,N
1101,Air Metack,(Unknown),"",MTK,AIRMETACK,Angola,N
1102,Air Montegomery,(Unknown),"",MTY,MONTY,United Kingdom,N
1103,Aerotaxi Mexicano,(Unknown),"",MXO,MAXAERO,Mexico,N
1104,Aero Yaqui Mayo,(Unknown),"",MYS,AERO YAQUI,Mexico,N
1105,AVC Airlines,(Unknown),"",MZK,"",Japan,N
1106,Aerovias Montes Azules,(Unknown),"",MZL,MONTES AZULES,Mexico,N
1107,Aeroland Airways,(Unknown),3S,"","",Greece,N
1109,Astair,(Unknown),8D,"","",Russian Federation,Y
1110,Albarka Air,(Unknown),F4,NBK,AL-AIR,Nigeria,N
1111,ACA-Ancargo Air Sociedade de Transporte de Carga Lda,(Unknown),"",NCL,ANCARGO AIR,Angola,N
1112,Aero Servicios de Nuevo Laredo,(Unknown),"",NEL,AEROLAREDO,Mexico,N
1113,Angoavia,(Unknown),"",NGV,ANGOAVIA,Angola,N
1114,Aeroni,(Unknown),"",NID,AERONI,Mexico,N
1115,Aeroejecutiva Nieto,(Unknown),"",NIE,AERONIETO,Mexico,N
1116,Aero Contractors,(Unknown),AJ,NIG,AEROLINE,Nigeria,Y
1117,Aerokuzbass,(Unknown),"",NKZ,NOVOKUZNETSK,Russia,N
1118,Atlantic Airlines,(Unknown),"",NPT,NEPTUNE,United Kingdom,N
1119,Atlantic Richfield Company,(Unknown),"",NRS,NORTH SLOPE,United States,N
1120,Aerolineas Sosa,(Unknown),"",NSO,SOSA,Honduras,N
1121,Aero Norte,(Unknown),"",NTD,"",Mexico,N
1122,Air Inter Ivoire,(Unknown),"",NTV,INTER-IVOIRE,Ivory Coast,N
1123,Aeroservicios De Nuevo Leon,(Unknown),"",NUL,SERVICIOS NUEVOLEON,Mexico,N
1124,Avial NV Aviation Company,(Unknown),"",NVI,NEW AVIAL,Russia,N
1125,Airwing,(Unknown),"",NWG,NORWING,Norway,N
1126,Air Next,(Unknown),"",NXA,BLUE-DOLPHIN,Japan,N
1127,Arkhangelsk 2 Aviation Division,(Unknown),"",OAO,DVINA,Russia,N
1128,Aerogisa,(Unknown),"",OGI,AEROGISA,Mexico,N
1129,Aerolineas Olve,(Unknown),"",OLV,OLVE,Mexico,N
1130,Aeromega,(Unknown),"",OMG,OMEGA,United Kingdom,N
1131,Air One Nine,(Unknown),"",ONR,EDER,Libya,N
1132,Air Ontario,(Unknown),"",ONT,ONTARIO,Canada,N
1133,Aerocorp,(Unknown),"",ORP,CORPSA,Mexico,N
1134,Action Air,(Unknown),"",ORS,AVIATION SERVICE,Italy,N
1135,Aerosan,(Unknown),"",OSN,AEROSAN,Mexico,N
1136,Aviapartner Limited Company,(Unknown),"",OSO,"",Russia,N
1137,Aliparma,(Unknown),"",PAJ,ALIPARMA,Italy,N
1138,Air Parabet,(Unknown),"",PBT,PARABET,Bangladesh,N
1139,Air Burundi,(Unknown),8Y,PBU,AIR-BURUNDI,Burundi,N
1140,Aeropostal Cargo de Mexico,(Unknown),"",PCG,POSTAL CARGO,Mexico,N
1141,Air Pack Express,(Unknown),"",PCK,AIRPACK EXPRESS,Spain,N
1142,Air Palace,(Unknown),"",PCS,AIR PALACE,Mexico,N
1143,Aeropelican Air Services,(Unknown),OT,PEL,PELICAN,Australia,Y
1144,Aerolineas Chihuahua,(Unknown),"",PFI,PACIFICO CHIHUAHUA,Mexico,N
1145,Air Cargo Express International,(Unknown),"",PFT,PROFREIGHT,United States,N
1146,Al Farana Airline,(Unknown),"",PHR,PHARAOH,Egypt,N
1147,Ave.com,(Unknown),"",PHW,PHOENIX SHARJAH,United Arab Emirates,N
1148,Air South West,(Unknown),"",PIE,PIRATE,United Kingdom,N
1149,Aeroservicios California Pacifico,(Unknown),"",PIF,AEROCALPA,Mexico,N
1150,AST Pakistan Airways,(Unknown),"",PKA,PAKISTAN AIRWAY,Pakistan,N
1151,Aero Personal,(Unknown),"",PNL,AEROPERSONAL,Mexico,N
1152,Aero Servicios Platinum,(Unknown),"",PNU,AERO PLATINUM,Mexico,N
1153,Apoyo Aereo,(Unknown),"",POY,APOYO AEREO,Mexico,N
1154,Aerotransportes Privados,(Unknown),"",PRI,AEROPRIV,Mexico,N
1155,Atlantic Coast Jet,(Unknown),"",PRT,PATRIOT,United States,N
1156,Air Paradise International,(Unknown),AD,PRZ,RADISAIR,Indonesia,N
1157,Aeroservicio Sipse,(Unknown),"",PSE,SIPSE,Mexico,N
1158,Aeroservicios Corporativos De San Luis,(Unknown),"",PSL,CORSAN,Mexico,N
1159,Aerotransportes Privados,(Unknown),"",PVA,TRANSPRIVADO,Mexico,N
1160,Aereo Taxi Paraza,(Unknown),"",PZA,AEREO PARAZA,Mexico,N
1161,Air Class Lineas Aereas,(Unknown),QD,QCL,ACLA,Uruguay,N
1162,Aviation Consultancy Office,(Unknown),"",QEA,"",Australia,N
1163,Aero Taxi,(Unknown),"",QAT,AIR QUASAR,Canada,N
1164,Aero Taxi Aviation,(Unknown),"",QKC,QUAKER CITY,United States,N
1165,Aviation Quebec Labrador,(Unknown),"",QLA,QUEBEC LABRADOR,Canada,N
1166,African Safari Airways,(Unknown),QS,QSC,ZEBRA,Kenya,N
1167,Aero Quimmco,(Unknown),"",QUI,QUIMMCO,Mexico,N
1168,Alada,(Unknown),"",RAD,AIR ALADA,Angola,N
1169,Aerotur-Air,(Unknown),"",RAI,DIASA,Kazakhstan,N
1170,Air Center Helicopters,(Unknown),"",RAP,RAPTOR,United States,N
1171,Aur Rum Benin,(Unknown),"",RBE,RUM BENIN,Benin,N
1172,Aeroserivios Del Bajio,(Unknown),"",RBJ,AEROBAJIO,Mexico,N
1173,Airbus France,(Unknown),4Y,RBU,AIRBUS FRANCE,France,N
1174,Air Roberval,(Unknown),"",RBV,AIR ROBERVAL,Canada,N
1175,Arubaexel,(Unknown),"",RBX,ARUBA,Aruba,N
1176,Air Charters Eelde,(Unknown),"",RCC,RACER,Netherlands,N
1177,Aerocer,(Unknown),"",RCE,AEROCER,Mexico,N
1178,Aeroflot-Cargo,(Unknown),"",RCF,AEROFLOT-CARGO,Russia,N
1179,Air Mobility Command,(Unknown),MC,RCH,REACH,United States,N
1180,Air Cassai,(Unknown),"",RCI,AIR CASSAI,Angola,N
1181,Aero Renta De Coahuila,(Unknown),"",RCO,AEROCOAHUILA,Mexico,N
1182,Aerocorp,(Unknown),"",RCP,AEROCORPSA,Mexico,N
1183,Aerolineas Regionales,(Unknown),"",RCQ,REGIONAL CARGO,Mexico,N
1184,Atlantic S.L.,(Unknown),"",RCU,AIR COURIER,Spain,N
1185,Air Service Center,(Unknown),"",RCX,SERVICE CENTER,Italy,N
1186,Adygeya Airlines,(Unknown),"",RDD,ADLINES,Russia,N
1187,Air Ada,(Unknown),"",RDM,AIR ADA,Mauritania,N
1188,Aer Arann,(Unknown),RE,REA,AER ARANN,Ireland,Y
1189,Aero-Rent,(Unknown),"",REN,AERORENT,Mexico,N
1190,Australian Maritime Safety Authority,(Unknown),"",RES,RESCUE,Australia,N
1191,Air Austral,(Unknown),UU,REU,REUNION,France,Y
1192,Aero-Rey,(Unknown),"",REY,AEROREY,Mexico,N
1193,Aero Africa,(Unknown),"",RFC,AERO AFRICA,Swaziland,N
1194,Aerotransportes Rafilher,(Unknown),"",RFD,RAFHILER,Mexico,N
1195,Argo,(Unknown),"",RGO,ARGOS,Dominican Republic,N
1196,Airbourne School of Flying,(Unknown),"",RGT,AIRGOAT,United Kingdom,N
1197,Air Archipels,(Unknown),"",RHL,ARCHIPELS,France,N
1198,Aviation Ministry of the Interior of the Russian Federation,(Unknown),"",RIF,INTERMIN AVIA,Russian Federation,N
1199,Aeris Gestion,(Unknown),"",RIS,AERIS,Spain,N
1200,Asian Spirit,(Unknown),6K,RIT,ASIAN SPIRIT,Philippines,Y
1201,Aeroservicios Jet,(Unknown),"",RJS,ASERJET,Mexico,N
1202,Air Afrique,(Unknown),RK,RKA,AIRAFRIC,Ivory Coast,Y
1203,Airlinair,(Unknown),A5,RLA,AIRLINAIR,France,Y
1204,Air Nelson,(Unknown),"",RLK,"",New Zealand,N
1205,Air Leone,(Unknown),"",RLL,AEROLEONE,Sierra Leone,N
1206,Aero Lanka,(Unknown),QL,RLN,AERO LANKA,Sri Lanka,Y
1207,Air Alize,(Unknown),"",RLZ,ALIZE,France,N
1208,Air Amder,(Unknown),"",RMD,AIR AMDER,Mauritania,N
1209,Armenian Airlines,(Unknown),"",RME,ARMENIAN,Armenia,N
1210,Armenian International Airways,(Unknown),MV,RML,"",Armenia,N
1211,Arm-Aero,(Unknown),"",RMO,ARM-AERO,Armenia,N
1212,Air Max,(Unknown),"",RMX,AEROMAX,Bulgaria,N
1213,Air Salone,(Unknown),20,RNE,AIR SALONE,Sierra Leone,Y
1214,Aeronem Air Cargo,(Unknown),"",RNM,AEROMNEM,Ecuador,N
1215,Air Cargo Masters,(Unknown),"",RNR,RUNNER,United States,N
1216,Armavia,(Unknown),U8,RNV,ARMAVIA,Armenia,Y
1217,Aeroeste,(Unknown),"",ROE,ESTE-BOLIVIA,Bolivia,N
1218,Aero Gen,(Unknown),"",ROH,AEROGEN,Mexico,N
1219,Avior Airlines,(Unknown),"",ROI,AVIOR,Venezuela,N
1220,Aeroel Airways,(Unknown),"",ROL,AEROEL,Israel,N
1221,Aeromar,(Unknown),BQ,ROM,BRAVO QUEBEC,Dominican Republic,N
1222,Aeroitalia,(Unknown),"",ROO,AEROITALIA,Italy,N
1223,Aerodan,(Unknown),"",ROD,AERODAN,Mexico,N
1224,AeroRep,(Unknown),P5,RPB,AEROREPUBLICA,Colombia,Y
1225,Aerolineas Del Pacifico,(Unknown),"",RPC,AEROPACSA,Ecuador,N
1226,Aero Roca,(Unknown),"",RRC,AEROROCA,Mexico,N
1227,Aerotransportes Internacionales De Torreon,(Unknown),"",RRE,AERO TORREON,Mexico,N
1228,Acvila Air-Romanian Carrier,(Unknown),"",RRM,AIR ROMANIA,Romania,N
1229,Aerolineas Ejecutivas Tarascas,(Unknown),"",RSC,TARASCAS,Mexico,N
1230,Aero-Service,(Unknown),BF,RSR,CONGOSERV,Republic of the Congo,Y
1231,Aerosur,(Unknown),5L,RSU,AEROSUR,Bolivia,Y
1232,Aeronorte,(Unknown),"",RTE,LUZAVIA,Portugal,Y
1233,Artis,(Unknown),"",RTH,ARTHELICO,France,N
1234,Arhabaev Tourism Airlines,(Unknown),"",RTO,ARTOAIR,Kazakhstan,N
1235,Air Turquoise,(Unknown),"",RTQ,TURQUOISE,France,N
1236,Aerotucan,(Unknown),"",RTU,AEROTUCAN,Mexico,N
1237,Air Anastasia,(Unknown),"",RUD,ANASTASIA,Ukraine,N
1238,Air Rum,(Unknown),"",RUM,AIR RUM,Sierra Leone,N
1239,ACT Havayollari,(Unknown),"",RUN,CARGO TURK,Turkey,N
1240,Air VIP,(Unknown),"",RVP,AEROVIP,Portugal,N
1241,Aircompany Veteran,(Unknown),"",RVT,AIR-VET,Armenia,N
1242,Alliance Express Rwanda,(Unknown),"",RWB,"",Rwanda,N
1243,Arrow Ecuador Arrowec,(Unknown),"",RWC,ARROWEC,Ecuador,N
1244,Aerogroup 98 Limited,(Unknown),"",RWY,TYNWALD,United Kingdom,N
1245,Aeroxtra,(Unknown),"",RXT,AERO-EXTRA,Mexico,N
1246,Express Air Charter,(Unknown),"",RXX,REX AIR,Canada,N
1247,Air Whitsunday,(Unknown),"",RWS,"",Australia,N
1248,Aero Zambia,(Unknown),"",RZL,AERO ZAMBIA,Zambia,N
1249,Aero Zano,(Unknown),"",RZN,ZANO,Mexico,N
1250,Anoka Air Charter,(Unknown),"",RZZ,RED ZONE,United States,N
1251,Aerosaab,(Unknown),"",SBH,AEROSAAB,Mexico,N
1252,Associated Aviation,(Unknown),"",SCD,ASSOCIATED,Nigeria,N
1253,American Jet International,(Unknown),"",SCM,SCREAMER,United States,N
1254,Air Santo Domingo,(Unknown),EX,SDO,AERO DOMINGO,Dominican Republic,N
1255,Aero Sudpacifico,(Unknown),"",SDP,SUDPACIFICO,Mexico,N
1256,Aero Servicios Ejecutivas Del Pacifico,(Unknown),"",SEF,SERVIPACIFICO,Mexico,N
1257,Aero California,(Unknown),JR,SER,AEROCALIFORNIA,Mexico,N
1258,A-Safar Air Services,(Unknown),"",SFM,AIR SAFAR,Nigeria,N
1259,Aerosegovia,(Unknown),"",SGV,SEGOVIA,Nicaragua,N
1260,Airshare Holdings,(Unknown),"",SHH,AIRSHARE,United Kingdom,N
1261,Aerosiyusa,(Unknown),"",SIY,SIYUSA,Mexico,N
1262,Aero Silza,(Unknown),"",SIZ,AEROSILZA,Mexico,N
1263,Air San Juan,(Unknown),"",SJN,SAN JUAN,United States,N
1264,Aero-North Aviation Services,(Unknown),"",SKP,SKIPPER,Canada,N
1265,Aero Sami,(Unknown),"",SMI,SAMI,Mexico,N
1266,Avient Aviation,(Unknown),Z3,SMJ,AVAVIA,Zimbabwe,Y
1267,Aerolineas Sol,(Unknown),"",SOD,ALSOL,Mexico,N
1268,Air Soleil,(Unknown),"",SOE,AIR SOLEIL,Mauritania,N
1269,Aero Soga,(Unknown),"",SOG,AEROSOGA,Guinea-Bissau,N
1270,Airspeed Aviation,(Unknown),"",SPD,SPEEDLINE,Canada,N
1271,Air Service,(Unknown),M3,SPJ,AIR SKOPJE,Macedonia,N
1272,Aeroservicios Ejecutivos Del Pacifico,(Unknown),"",SPO,EJECTUIV PACIFICO,Mexico,N
1273,Asian Aerospace Service,(Unknown),"",SPY,THAI SPACE,Thailand,N
1274,Airworld,(Unknown),"",SPZ,SPEED SERVICE,South Africa,N
1275,Alsaqer Aviation,(Unknown),"",SQR,ALSAQER AVIATION,Libya,N
1276,Air Safaris and Services,(Unknown),"",SRI,AIRSAFARI,New Zealand,N
1277,Aero Servicio Corporativo,(Unknown),"",SRV,SERVICORP,Mexico,N
1278,Air Sultan,(Unknown),"",SSL,SIERRA SULTAN,Sierra Leone,N
1279,Aero 1 Pro-Jet,(Unknown),"",SSM,RAPID,Canada,N
1280,Airquarius Air Charter,(Unknown),"",SSN,SUNSTREAM,South Africa,N
1281,Aeropac,(Unknown),"",STK,SAT PAK,United States,N
1282,Air St. Thomas,(Unknown),"",STT,PARADISE,United States,N
1283,Aerolineas Del Sureste,(Unknown),"",SUE,AEROSURESTE,Mexico,N
1284,Aerial Surveys (1980) Limited,(Unknown),"",SUY,SURVEY,New Zealand,N
1285,Air Slovakia,(Unknown),GM,SVK,SLOVAKIA,Slovakia,N
1286,Adler Aviation,(Unknown),"",SWH,SHOCKWAVE,Canada,N
1287,Aircompany Yakutia,(Unknown),R3,SYL,AIR YAKUTIA,Russia,Y
1288,Aerosud Aviation,(Unknown),"",SYT,SKYTRACK,South Africa,N
1289,Aeroservicios de La Costa,(Unknown),"",TAA,AERO COSTA,Mexico,N
1290,Aeromar,(Unknown),VW,TAO,TRANS-AEROMAR,Mexico,Y
1291,Aerotrebol,(Unknown),"",TBL,AEROTREBOL,Mexico,N
1292,Aero Taxi de Los Cabos,(Unknown),"",TBO,AERO CABOS,Mexico,N
1293,Air Turks and Caicos,(Unknown),JY,TCI,KERRMONT,Turks and Caicos Islands,N
1294,Aerotranscolombina de Carga,(Unknown),"",TCO,TRANSCOLOMBIA,Colombia,N
1295,Air Cargo Express,(Unknown),"",TDG,TURBO DOG,United States,N
1296,Atlas Helicopters,(Unknown),"",TDT,TRIDENT,United Kingdom,N
1297,Air Today,(Unknown),"",TDY,AIR TODAY,United States,N
1298,Aero Servicios Azteca,(Unknown),"",TED,AEROAZTECA,Mexico,N
1299,Arkefly,(Unknown),OR,TFL,ARKEFLY,Netherlands,Y
1300,Antair,(Unknown),"",TIR,ANTAIR,Mexico,N
1301,Atlantique Air Assistance,(Unknown),"",TLB,TRIPLE-A,France,N
1302,Aero Taxi Autlan,(Unknown),"",TLD,AEREO AUTLAN,Mexico,N
1303,Aero Util,(Unknown),"",TLE,AEROUTIL,Mexico,N
1304,Aero Toluca Internactional,(Unknown),"",TLU,AEROTOLUCA,Mexico,N
1305,Aero Taxi del Centro de Mexico,(Unknown),"",TME,TAXICENTRO,Mexico,N
1306,Aerotropical,(Unknown),"",TOC,TROPICMEX,Mexico,N
1307,Air Tomisko,(Unknown),"",TOH,TOMISKO CARGO,Serbia,N
1308,Airlines PNG,(Unknown),CG,TOK,BALUS,Papua New Guinea,Y
1309,Aero Tanala,(Unknown),"",TON,AEROTANALA,Mexico,N
1310,Aero Tropical,(Unknown),"",TPB,AERO TROPICAL,Angola,N
1311,Air Cal,(Unknown),TY,TPC,AIRCAL,France,N
1312,Air Horizon,(Unknown),"",TPK,TCHAD-HORIZON,Chad,N
1313,Aero Taxi del Potosi,(Unknown),"",TPO,TAXI-POTOSI,Mexico,N
1314,Aeroturquesa,(Unknown),"",TQS,AEROTURQUESA,Mexico,N
1315,Airmark Aviation,(Unknown),"",TRH,TRANSTAR,United States,N
1316,AirTran Airways,(Unknown),FL,TRS,CITRUS,United States,Y
1317,Air Transat,(Unknown),TS,TSC,TRANSAT,Canada,Y
1318,airtransse,(Unknown),"",TSQ,AIRTRA,Japan,N
1319,Aerolineas Turisticas del Caribe,(Unknown),"",TTB,AERO TURISTICAS,Mexico,N
1320,Avcenter,(Unknown),"",TTE,TETON,United States,N
1321,Air Tungaru,(Unknown),"",TUN,TUNGARU,Kiribati,N
1322,Avialeasing Aviation Company,(Unknown),EC,TWN,TWINARROW,Uzbekistan,Y
1323,Aerotaxis del Noroeste,(Unknown),"",TXD,TAXI OESTE,Mexico,N
1324,Aerotaxis Alfe,(Unknown),"",TXF,ALFE,Mexico,N
1325,Aereotaxis,(Unknown),"",TXI,AEREOTAXIS,Mexico,N
1326,Tyrolean Airways,(Unknown),VO,TYR,TYROLEAN,Austria,Y
1327,Aero Tomza,(Unknown),"",TZA,AERO TOMZA,Mexico,N
1328,Air Zambezi,(Unknown),"",TZT,ZAMBEZI,Zimbabwe,N
1329,Afra Airlines,(Unknown),"",UAG,AFRALINE,Ghana,N
1330,Aerostar Airlines,(Unknown),"",UAR,AEROSTAR,Ukraine,N
1331,Air Division of the Eastern Kazakhstan Region,(Unknown),"",UCK,GALETA,Kazakhstan,N
1332,Aero-Charter Ukraine,(Unknown),DW,UCR,CHARTER UKRAINE,Ukraine,N
1333,Air LA,(Unknown),"",UED,AIR L-A,United States,N
1334,Air Ukraine,(Unknown),6U,UKR,AIR UKRAINE,Ukraine,N
1335,Air Umbria,(Unknown),"",UMB,AIR UMBRIA,Italy,N
1336,Atuneros Unidos de California,(Unknown),"",UND,ATUNEROS UNIDOS,Mexico,N
1337,Aeroclub Flaps,(Unknown),"",FLP,AEROCLUB FLAPS,Spain,N
1338,Aerolineas Galapagos (Aerogal),(Unknown),2K,GLG,AEROGAL,Ecuador,Y
1339,Air Castle Corporation / Global Airways,(Unknown),"",GLB,GLO-AIR,United States,N
1340,Alrosa Mirny Air Enterprise,(Unknown),6R,DRU,MIRNY,Russia,Y
1341,Bearing Supplies Limited,(Unknown),"",PVO,PROVOST,United Kingdom,N
1342,Balkan Agro Aviation,(Unknown),"",BAA,BALKAN AGRO,Bulgaria,N
1343,Bahrain Air BSC (Closed),(Unknown),"",BAB,AWAL,Bahrain,N
1344,BAC Leasing Limited,(Unknown),"",BAC,"",United Kingdom,N
1345,BAE Systems,(Unknown),"",BAE,FELIX,United Kingdom,N
1346,Belgian Air Force,(Unknown),"",BAF,BELGIAN AIRFORCE,Belgium,N
1347,Baker Aviation,(Unknown),8Q,BAJ,BAKER AVIATION,United States,N
1348,Blackhawk Airways,(Unknown),"",BAK,BLACKHAWK,United States,N
1349,Britannia Airways,(Unknown),"",BAL,BRITANNIA,United Kingdom,N
1350,Business Air Services,(Unknown),"",BAM,BUSINESS AIR,Canada,N
1351,British Antarctic Survey,(Unknown),"",BAN,PENGUIN,United Kingdom,N
1352,Bradly Air (Charter) Services,(Unknown),"",BAR,BRADLEY,Canada,N
1353,Bissau Airlines,(Unknown),"",BAU,AIR BISSAU,Guinea-Bissau,N
1354,Bay Aviation Ltd,(Unknown),"",BAV,BAY AIR,Bangladesh,N
1355,British Airways,(Unknown),BA,BAW,SPEEDBIRD,United Kingdom,Y
1356,Best Aero Handling Ltd,(Unknown),"",BAX,"",Russia,N
